filename,Numeric numbers,mean_r,mean_g,mean_b,median_r,median_g,median_b,mean_h,mean_s,mean_v,median_h,median_s,median_v,mean_gray,median_gray,contrast,energy,homogeneity,entropy,RI,CI,HI,SI,lab_L,lab_a,lab_b,luv_L,luv_u,luv_v,xyz_X,xyz_Y,xyz_Z,image_path,image_no,soc,moisture,soil_type
39.jpg,39,161.938915,152.2570552,127.9277742,163.0,153.0,129,21.45685188,56.3567044,161.938915,21,53,163.0,0.598275722,0.600699216,1758.413617,0.00866372,0.030680823,14.0290953,1.39018641,0.241304411,1.80349889,1.048673138,63.15419533,-0.56402636,14.10091343,63.15419533,7.287311746,19.24999371,0.300490406,0.317722409,0.249410384,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/39.jpg,39,6.72,0.0,1
43.jpg,43,163.4334542,145.3028938,120.4803093,164.0,146.0,121,17.34843351,67.48413584,163.4334542,17,67,164.0,0.577905606,0.580174902,153.1295444,0.023711871,0.102470134,11.28687145,1.32791746,0.495532153,2.466001916,2.158370128,61.25920715,2.756346977,15.66195817,61.25920715,12.79345431,20.43562936,0.287842379,0.295445088,0.221037896,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/43.jpg,43,3.11,0.0,1
44.jpg,44,138.2390784,122.5823103,89.05510603,139.0,123.0,90,20.32513552,92.84811464,138.2390784,20,90,139.0,0.484282596,0.486072941,625.5081678,0.014409124,0.049845237,12.6241574,1.608397841,0.672724991,1.936160362,1.555403349,52.07280765,0.759866681,20.57595311,52.07280765,11.86956953,25.43064886,0.19357763,0.202091023,0.123416844,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/44.jpg,44,3.11,0.0,1
45.jpg,45,161.6602559,147.4004305,114.5570592,162.0,148.0,115,20.98491311,76.28156888,161.6602559,21,74,162.0,0.580637789,0.582162745,983.6926049,0.01149932,0.0403211,13.24298883,1.832162469,0.451013663,1.871066216,1.743983518,61.5388869,0.036534144,19.33765306,61.5388869,10.80353738,25.44344629,0.283965478,0.298665267,0.20350709,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/45.jpg,45,3.11,0.0,1
57.jpg,57,132.0369898,117.6761201,93.31058673,131.0,117.0,93,18.91131218,84.35875717,132.0369898,19,75,131.0,0.466553137,0.46393451,1917.988889,0.007342497,0.031008978,14.44095848,1.693164938,0.345412817,2.19117971,0.902743067,50.19885215,1.533581796,15.48489874,50.19885215,10.38134641,19.30783137,0.179514496,0.185856352,0.130669813,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/57.jpg,57,6.72,53.32,1
58.jpg,58,130.0918766,115.9597616,92.07089047,129.0,115.0,91,18.88813377,84.3511639,130.0918766,19,75,129.0,0.459766465,0.456977255,1920.873999,0.007400669,0.030316488,14.42854317,1.612676666,0.340840508,2.193797369,0.89256295,49.50715156,1.523324987,15.2289042,49.50715156,10.19973566,18.9324249,0.17395654,0.18009107,0.1269833,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/58.jpg,58,6.72,53.32,1
61.jpg,61,140.6910276,123.6332709,95.675283,142.0,124.0,96,18.65104831,88.1398876,140.6910276,19,81,142.0,0.49114617,0.494198824,1292.860426,0.008932083,0.036630783,13.96652374,1.561602153,0.540528522,2.226380314,1.354423456,52.72825931,2.092995383,17.7059432,52.72825931,12.41619085,22.06862103,0.201903186,0.207985025,0.139359337,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/61.jpg,61,3.11,58.85,1
62.jpg,62,137.1311185,120.6662149,92.5672433,138.0,121.0,93,18.98543128,89.51534598,137.1311185,19,83,138.0,0.478976749,0.480491765,1338.887712,0.009104057,0.035145145,13.92345283,1.481259598,0.521148732,2.179206489,1.301763196,51.5038031,1.858435532,17.77542398,51.5038031,12.03948298,22.02866231,0.190916921,0.197065571,0.130508509,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/62.jpg,62,3.11,58.85,1
63.jpg,63,135.4589644,117.5538106,86.9081832,137.0,119.0,88,18.98933753,99.77736368,135.4589644,19,91,137.0,0.467251396,0.471487843,1301.407771,0.008915489,0.036546399,13.98314857,1.663925851,0.557821011,2.173708375,1.401336509,50.3679364,2.167282232,19.47849436,50.3679364,13.2065762,23.69780498,0.182084487,0.187284129,0.116504053,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/63.jpg,63,3.11,58.85,1
77.jpg,77,144.5807159,122.0533323,80.58545918,145.0,122.0,81,19.39080437,127.5240354,144.5807159,19,113,145.0,0.485688501,0.487397255,2374.651886,0.006751494,0.027114807,14.65611076,1.665618514,0.501551549,2.099848826,1.446137149,52.40091705,2.759549996,25.91886743,52.40091705,17.16664427,30.72450547,0.200395594,0.205027353,0.106029877,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/77.jpg,77,6.72,12.25,1
78.jpg,78,143.7710061,119.787229,76.16256776,144.0,120.0,76,19.30187739,135.5762516,143.7710061,19,121,144.0,0.477405661,0.477366275,2341.944907,0.006782469,0.02785506,14.64672957,1.70138529,0.512860037,2.120671175,1.502242843,51.62805405,3.210325343,27.38452917,51.62805405,18.36969865,31.9193391,0.194632556,0.198155762,0.096647799,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/78.jpg,78,6.72,12.25,1
79.jpg,79,147.933514,124.598015,81.80482701,149.0,125.0,82,19.37625558,128.3770528,147.933514,19,114,149.0,0.495966352,0.497502353,2534.532952,0.006645943,0.026155158,14.700802,1.753129883,0.511007625,2.10401318,1.464567858,53.45211825,2.906988049,26.65886839,53.45211825,17.81389848,31.66558762,0.209996314,0.214626093,0.10978057,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/79.jpg,79,6.72,12.25,1
83.jpg,83,155.5149673,130.4191645,86.11941964,158.0,133.0,88,19.12039621,123.3625239,155.5149673,19,113,158.0,0.519835337,0.529559412,1593.162336,0.007806648,0.03414744,14.2940207,1.782452366,0.57439807,2.138867508,1.726621592,55.85838628,3.37222302,27.51209058,55.85838628,19.12078465,32.94638637,0.23340237,0.237715999,0.121857862,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/83.jpg,83,3.11,14.96,1
84.jpg,84,152.4481425,129.5007175,88.92566167,155.0,132.0,91,19.11567283,114.5354951,152.4481425,19,105,155.0,0.515496407,0.525206275,1542.075232,0.00808515,0.034490628,14.19813227,1.772374578,0.561433053,2.13845283,1.705720459,55.3519736,2.892384109,25.23561937,55.3519736,17.34268123,30.58559371,0.227498317,0.232725517,0.1272586,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/84.jpg,84,3.11,14.96,1
85.jpg,85,152.3059232,129.6948541,87.30426897,156.0,134.0,90,19.54544005,119.60511,152.3059232,20,108,156.0,0.515464098,0.53053451,1991.788457,0.0074176,0.029592971,14.43392979,1.860562101,0.503640162,2.075970204,1.694390704,55.36297574,2.534208849,26.1513633,55.36297574,17.23580338,31.61376513,0.226815829,0.232833189,0.123789391,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/85.jpg,85,3.11,14.96,1
99.jpg,99,146.388074,128.0166614,88.94581075,148.0,130.0,90,20.38920998,112.0770289,146.388074,20,100,148.0,0.506288542,0.512623137,2274.733404,0.006973674,0.028345005,14.57476823,1.748453829,0.412685044,1.949176247,1.337202768,54.3549626,1.140892245,23.80585106,54.3549626,14.07189443,29.23138171,0.214457442,0.223105482,0.126132768,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/99.jpg,99,6.72,5.68,1
100.jpg,100,143.4782964,126.6409638,91.53675064,144.0,127.0,92,20.24164939,104.0108219,143.4782964,20,92,144.0,0.500736797,0.504021176,2355.142937,0.006919558,0.026369632,14.59769638,1.84246081,0.392550808,1.96912629,1.20900723,53.74363596,1.005805465,21.48224242,53.74363596,12.7606842,26.64406541,0.20865562,0.217340062,0.131124743,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/100.jpg,100,6.72,5.68,1
104.jpg,104,155.2989278,135.3960858,92.49356266,159.0,139.0,95,20.51281489,111.5825694,155.2989278,20,102,159.0,0.535420266,0.548467843,1636.758708,0.008031837,0.033434017,14.22387203,1.574969553,0.507947568,1.930645957,1.707694413,57.28842806,1.216787274,25.83328353,57.28842806,15.34525363,31.90987067,0.242482004,0.25219255,0.138263094,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/104.jpg,104,3.11,10.48,1
105.jpg,105,153.9855309,135.8664102,96.14704241,157.0,139.0,99,20.62183115,103.6583426,153.9855309,21,94,157.0,0.536678263,0.548788235,1692.451834,0.007946936,0.031593517,14.25445723,1.807940808,0.43857271,1.91682074,1.532240433,57.35447998,0.841572395,23.86476567,57.35447998,13.90229358,29.8752658,0.242274442,0.252875038,0.147034686,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/105.jpg,105,3.11,10.48,1
106.jpg,106,163.0736408,140.7882454,89.21348852,168.0,145.0,93,21.02148438,128.0471939,163.0736408,21,114,168.0,0.556099419,0.573656863,2282.96921,0.006988887,0.027498165,14.59998102,1.550934179,0.465347175,1.874844239,1.850898298,59.44139858,1.158815375,30.55683042,59.44139858,17.54532187,37.2516365,0.264258143,0.275077599,0.134131195,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/106.jpg,106,3.11,10.48,1
125.jpg,125,145.5165617,126.0551658,86.58914621,147.0,127.0,87,20.04617746,115.1855469,145.5165617,20,103,147.0,0.49939299,0.502562745,2085.757527,0.007104002,0.028634109,14.52127691,1.725176014,0.449366704,1.993299958,1.411144848,53.69109225,1.591170345,24.24345798,53.69109225,14.86019389,29.48460542,0.209401302,0.216849211,0.120091048,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/125.jpg,125,6.72,1.03,1
126.jpg,126,139.8386679,122.0569595,86.11810427,141.0,123.0,87,20.00462372,109.9255022,139.8386679,20,98,141.0,0.483311298,0.486653333,2127.348495,0.007158459,0.028821339,14.49823598,1.839764918,0.420091446,1.997540457,1.297058266,52.02784413,1.366310334,22.21779936,52.02784413,13.479766,27.08096871,0.194393354,0.201690831,0.116955951,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/126.jpg,126,6.72,1.03,1
127.jpg,127,146.7417092,126.766183,86.77975526,149.0,128.0,88,19.94658801,117.5979751,146.7417092,20,104,149.0,0.502462592,0.509036863,2356.819787,0.006831219,0.02710202,14.63280204,1.722300305,0.447143738,2.011220242,1.435159221,54.00902139,1.73762534,24.57517204,54.00902139,15.24824389,29.86435729,0.212572593,0.219830553,0.12090588,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/127.jpg,127,6.72,1.03,1
131.jpg,131,158.6738481,137.9236089,96.46623884,161.0,141.0,99,19.96651786,106.7639509,158.6738481,20,99,161.0,0.546446895,0.556895294,1506.372217,0.00850084,0.034343964,14.08609769,1.621416524,0.545323066,2.002916815,1.876385358,58.36485445,1.707570992,25.10279735,58.36485445,15.81392154,31.22450345,0.254442669,0.263468822,0.149211965,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/131.jpg,131,3.11,0.98,1
132.jpg,132,157.7781808,135.6442722,90.61619101,161.0,139.0,93,20.14128268,117.2641901,157.7781808,20,107,161.0,0.537651777,0.549056078,1651.377903,0.007994075,0.032725103,14.24071496,1.662772375,0.543357615,1.987969645,1.869011999,57.56394474,1.915228755,27.27597767,57.56394474,17.04010632,33.34131666,0.246834204,0.255047494,0.134308638,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/132.jpg,132,3.11,0.98,1
133.jpg,133,159.5723852,137.9953962,94.12201052,163.0,141.0,97,20.12701291,112.8608299,159.5723852,20,103,163.0,0.546734256,0.558283137,1666.793822,0.007990277,0.031925037,14.24721606,1.694921248,0.536975799,1.987684729,1.770446405,58.43046814,1.769498188,26.50221808,58.43046814,16.55382259,32.72365968,0.255260166,0.26416683,0.143697226,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/133.jpg,133,3.11,0.98,1
150.jpg,150,132.4382374,110.6893335,76.7194874,131.0,109.0,75,18.23359774,121.9432797,132.4382374,18,110,131.0,0.442595097,0.435597647,2093.362828,0.007144491,0.030315309,14.52182269,1.774997062,0.482116342,2.30169801,1.290654952,47.97501516,3.535057934,22.11997784,47.97501516,16.13569623,25.81364802,0.165650182,0.167747951,0.09332684,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/150.jpg,150,6.72,25.64,1
151.jpg,151,134.1554129,111.1959303,75.47205835,132.0,109.0,73,18.14614557,128.2211217,134.1554129,18,114,132.0,0.445094624,0.435322745,2433.297986,0.006778893,0.028051365,14.66970901,1.702167628,0.497522814,2.326239258,1.27332806,48.27027148,3.84809049,23.25571704,48.27027148,17.11774858,26.9648479,0.168487709,0.170081249,0.091351225,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/151.jpg,151,6.72,25.64,1
152.jpg,152,130.6450694,111.4869061,80.79043766,129.0,109.0,78,18.4373007,111.4806282,130.6450694,19,99,129.0,0.444489413,0.436185882,2271.837904,0.006998843,0.028259273,14.58173575,1.787102763,0.44668196,2.264810398,1.129590074,48.08831721,2.79628233,19.88403348,48.08831721,14.08857142,23.64451262,0.165205026,0.168640794,0.10126108,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/152.jpg,152,6.72,25.64,1
156.jpg,156,143.9930046,121.5675024,80.61613122,145.0,122.0,80,19.29657605,123.6114278,143.9930046,19,113,145.0,0.483844423,0.485172157,1987.602659,0.007464887,0.029235251,14.42570349,1.640557984,0.585901537,2.106131379,1.516833098,52.20944916,2.784100787,25.64272902,52.20944916,17.06120541,30.40026835,0.198782302,0.20331043,0.105843383,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/156.jpg,156,3.11,23.27,1
157.jpg,157,142.5615633,122.7547433,87.02174346,143.0,123.0,87,19.22002551,110.469308,142.5615633,19,100,143.0,0.487793503,0.490117059,2116.965147,0.00733929,0.029296796,14.47715724,1.909203919,0.49213868,2.117729881,1.477067534,52.50342691,2.250605817,22.38201193,52.50342691,14.85344865,27.17047461,0.200260088,0.205950536,0.119392798,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/157.jpg,157,3.11,23.27,1
158.jpg,158,137.7577129,118.6651786,85.92946827,138.0,119.0,86,18.90120775,107.084383,137.7577129,19,97,138.0,0.472008225,0.472871765,2059.624359,0.007436284,0.028817769,14.44716014,1.804273632,0.497543769,2.179365123,1.36123476,50.88346869,2.388129765,20.7700067,50.88346869,14.1651201,25.13962936,0.186753658,0.19168247,0.115028104,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/158.jpg,158,3.11,23.27,1
177.jpg,177,149.8735651,131.2092235,95.10728237,152.0,133.0,97,19.7094029,101.6217116,149.8735651,20,93,152.0,0.519891946,0.525824314,1837.025525,0.007575879,0.030152889,14.35772791,1.839473543,0.441999773,2.039810537,1.43728208,55.67490604,1.59017034,22.1468777,55.67490604,14.05034664,27.57160295,0.227695655,0.235899722,0.14202879,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/177.jpg,177,6.72,7.26,1
178.jpg,178,146.1228675,126.0731425,87.2319037,147.0,127.0,88,19.71886958,114.8284439,146.1228675,20,103,147.0,0.500130415,0.503381176,2244.352959,0.007000375,0.027406755,14.57009774,1.807238663,0.464857523,2.043955947,1.397493678,53.76663047,1.918693937,23.99204339,53.76663047,15.22371389,29.17047861,0.210762899,0.217555104,0.121530335,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/178.jpg,178,6.72,7.26,1
179.jpg,179,143.2408921,125.0908801,89.3477559,144.0,126.0,90,19.84070073,107.6832549,143.2408921,20,96,144.0,0.495571288,0.500620392,2255.044002,0.007000732,0.027822815,14.56960881,1.834036516,0.427702947,2.024893215,1.312274112,53.25389645,1.504038316,22.06823749,53.25389645,13.70493656,27.10558379,0.205326594,0.212793654,0.125509796,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/179.jpg,179,6.72,7.26,1
183.jpg,183,152.5990912,134.0196907,92.0299147,155.0,136.0,94,20.85795998,109.2786392,152.5990912,21,101,155.0,0.529177845,0.538162353,1579.669022,0.008095058,0.032576887,14.20569127,1.628579389,0.481403667,1.88808227,1.608623494,56.6473149,0.784970166,25.20279954,56.6473149,14.38002487,31.20561491,0.235225902,0.245631881,0.136312878,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/183.jpg,183,3.11,4.43,1
184.jpg,184,151.4845344,133.2805923,91.64520886,154.0,136.0,94,20.94276148,110.4345105,151.4845344,21,100,154.0,0.526066741,0.536152549,1706.669042,0.007664158,0.032535508,14.34966843,1.700393365,0.450955021,1.879402072,1.504277641,56.33248096,0.679111393,24.98421085,56.33248096,14.10258502,30.93568446,0.231952667,0.242452193,0.134991951,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/184.jpg,184,3.11,4.43,1
185.jpg,185,150.9735332,133.1305006,91.82973932,154.0,136.0,94,21.02748326,109.4496373,150.9735332,21,99,154.0,0.525272001,0.536137647,1725.199972,0.007707529,0.031667873,14.33804697,1.745660554,0.446734415,1.869918319,1.53320761,56.24589011,0.568476211,24.75860193,56.24589011,13.83376482,30.70068318,0.230876728,0.2415825,0.135302089,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/185.jpg,185,3.11,4.43,1
